player_tag,player_name,player_is_current_member,player_role,player_donations,player_donations_received,player_trophies,player_contribution_count,player_participating_count,player_total_decks_used,s_20260323_fame,s_20260323_decks_used,s_20260316_fame,s_20260316_decks_used,s_20260309_fame,s_20260309_decks_used,s_20260302_fame,s_20260302_decks_used,s_20260223_fame,s_20260223_decks_used,s_20260216_fame,s_20260216_decks_used,s_20260209_fame,s_20260209_decks_used,s_20260202_fame,s_20260202_decks_used,s_20260126_fame,s_20260126_decks_used,s_20260119_fame,s_20260119_decks_used
#JRGC9RRQG,seroo,True,elder,46,0,11642,10,10,136,1500,10,2100,13,2000,12,2600,16,2600,16,2200,16,1900,12,1550,11,2200,16,2000,14
#2CJYG9UG,Jackhammer,True,elder,373,512,11166,10,10,156,2200,16,2650,16,2950,16,2650,16,2550,16,2450,16,1900,12,3000,16,2700,16,2550,16
#P0JYR9YUY,Chico,True,elder,109,440,12122,10,10,118,1700,13,2000,13,2400,16,1900,12,1900,12,2200,13,1700,12,700,4,2100,14,1600,9
#202VP2QL9P,eco,True,elder,280,600,9849,10,10,140,1700,12,2500,16,900,8,1700,12,2100,16,2200,16,1500,12,2500,16,2400,16,2000,16
#ULYJ2CQP,Knitte,True,elder,1020,640,12196,10,10,136,1750,11,2000,12,1900,14,2200,12,1950,11,1850,12,2200,16,2950,16,3050,16,2950,16
#R22R8GYG,bequemo,True,member,178,440,12088,10,10,71,1800,9,900,6,1250,7,950,5,1600,7,1200,6,1450,7,1100,5,1150,9,2000,10
#LVUGLUCP9,Nati,True,elder,46,0,9789,10,10,144,1900,12,2350,16,2450,15,1900,12,1800,13,2550,16,2400,16,2000,12,2750,16,2050,16
#Q2GRGLQR,honigmelone,True,elder,369,560,6070,10,10,152,2500,16,2100,13,2500,16,2000,16,2400,16,2100,16,2600,16,2000,14,1600,13,2400,16
#2UQUPYQCJ,andiquariat,True,elder,0,0,11004,10,10,160,2100,16,2300,16,2250,16,2550,16,2600,16,2500,16,2700,16,2700,16,2500,16,2350,16
#2QRVR9L8,Bensie,True,coLeader,1443,600,12218,10,10,156,2150,16,2700,16,2700,16,1850,12,2250,16,2600,16,3000,16,3000,16,2750,16,3100,16
#PPR2QQC0U,Flauschos,True,elder,106,560,11733,10,10,131,2200,15,1300,10,2400,15,1800,12,2600,16,2200,14,1900,12,1100,8,2200,13,2200,16
#L8PV090J,rote sonne,True,elder,168,440,12500,10,10,154,2200,16,2800,16,3150,16,2600,16,2250,16,2200,16,3000,16,2450,16,2150,16,1700,10
#YQ82VR9JQ,chris,True,elder,766,560,12073,10,10,159,2250,16,1950,15,2500,16,2100,16,2400,16,2500,16,3100,16,2850,16,2600,16,2700,16
#2CPRGY8G,Swordfish,True,coLeader,383,400,11451,10,10,151,2250,12,2450,16,2200,16,1950,12,2700,16,2300,16,2700,16,2200,16,2550,15,2700,16
#22CQPRR0J,Ian,True,elder,0,40,12308,10,10,142,2300,12,2100,11,2400,16,1950,11,2900,16,2200,12,2800,16,2900,16,3100,16,2600,16
#QVQGCV8Y9,Rainer,True,elder,0,0,11592,10,10,134,2300,12,1900,14,2450,16,1950,16,2550,16,2150,13,1300,8,1700,12,2150,12,2250,15
#2U09UULRR,Dolphin,True,coLeader,182,520,10712,10,10,160,2300,16,2400,16,2100,16,2200,16,2300,16,2500,16,2400,16,2200,16,2300,16,2000,16
#8P0J8P0L,OneAndOnly,True,leader,861,480,10511,10,10,160,2300,16,2700,16,2800,16,2050,16,2450,16,2950,16,3100,16,2600,16,3050,16,2700,16
#20QGJVPG8Q,maghrebi,True,elder,443,600,9785,3,10,48,2300,16,2200,16,2300,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2VJR80RL,Denis,True,elder,235,160,11323,10,10,119,2400,12,2750,16,1700,8,2250,12,1250,7,2250,12,1750,12,1350,8,2800,16,2600,16
#2PUQYJC02,Wario,True,elder,237,240,11202,10,10,159,2400,16,2200,16,2700,15,2600,16,2600,16,2500,16,2300,16,2500,16,2400,16,2500,16
#RLJPJL8C2,kl.kranker Affe,True,elder,7,0,10150,10,10,154,2550,14,2550,15,2800,16,3150,16,1950,14,2550,16,2950,16,2700,15,2300,16,3150,16
#2U8288CVY,_spc07,True,coLeader,333,320,12000,10,10,149,2650,16,1800,12,2850,16,3000,16,2650,16,2650,16,2450,12,2750,16,2650,16,2200,13
#Q8L0RJ8Y8,Erastus,True,elder,1242,560,11504,10,10,160,2800,16,3200,16,2750,16,2700,16,3000,16,2700,16,2850,16,2600,16,2400,16,2700,16
#UJ2P9UYUV,hi2oka,True,elder,300,240,12180,10,10,136,2700,16,2800,16,3000,16,2300,12,2400,12,2950,16,3200,16,1500,8,1850,12,1800,12
#JUUR8UGL8,Theezy,True,elder,202,640,10745,10,10,159,2850,16,2500,16,2150,16,3000,16,2750,16,2500,16,2850,16,2400,16,2050,15,2450,16
#2P0U2RLGY,mauza,True,elder,638,360,10295,10,10,134,2900,16,1950,12,2500,14,1850,12,1500,12,2500,16,2400,16,1800,12,2000,12,2050,12
#YJ0LUU0JJ,RedStyle,True,elder,149,200,10537,10,10,152,2900,16,2400,16,2900,16,2400,16,3200,16,1050,8,2600,16,2500,16,2350,16,2450,16
#22Q920RLR,LazyFrog,True,coLeader,725,520,12590,10,10,145,2950,16,2000,12,2500,15,2200,11,2600,16,2600,15,2750,16,2800,16,2000,12,3200,16
#CUJ9PJ2UV,AaleDieter,True,coLeader,46,40,10419,10,10,147,3000,16,1700,12,2350,14,1300,11,2600,15,2250,15,2500,16,2850,16,2550,16,1900,16
#2V800VCQ0,Desteoyer,True,elder,20,520,11044,10,10,151,3000,16,2000,12,2350,16,2300,15,2450,15,2550,16,2350,16,2500,16,2500,16,2100,13
#UUPCULU9V,OmniOni,True,elder,823,440,10097,10,10,157,3300,16,2050,13,2750,16,2650,16,2700,16,2900,16,2500,16,2900,16,2600,16,2750,16
#R2RQ00V99,yacine,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#JVQQG2UU,Hinterwäldler,False,unknown,0,0,0,5,10,25,0,0,0,0,0,0,0,0,450,5,400,4,400,4,500,4,825,8,0,0
#VPPVY9VPQ,MV-KRIEGER88,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#YV82CRLQJ,BD/⚡️TORM™️,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#LLG9CY8CY,Raul,False,unknown,0,0,0,2,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,2000,14
#QV2UPUY88,Luis,False,unknown,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1,600,4,900,5
#LP8GVCLY8,Adriano,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#200CQYGG22,çaltılı,False,unknown,0,0,0,6,10,55,0,0,0,0,0,0,0,0,875,7,900,8,1000,10,1050,6,1250,12,1250,12
#UGLRPLVPP,FOX G7Brasil,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#V8289UYRQ,mirco'xx,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20GRL2JPLY,k1ro,False,unknown,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,4,0,0,0,0
#8UQ08PC0Q,cybork,False,unknown,0,0,0,4,10,52,0,0,0,0,0,0,0,0,0,0,0,0,2500,15,2300,15,1900,12,1600,10
#UCJQJCRR2,APO_LLO,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#CCQ2QV2Q0,felixf2p,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9PC9R2G,Warlord,False,unknown,0,0,0,1,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,16
#P9U882QCP,Leo,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#Y0ULJUYV,Mr.Milka,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#PU2J2VJ0C,Algun,False,unknown,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,4
#J08PG8U0L,bugra,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#99LG9V0V,Vinni15,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#UVGV9LLP8,Surgical gb,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#VU9Y9J0UU,『ㄌ拉WEATHER ㄤ昂』,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
