player_tag,player_name,player_is_current_member,player_role,player_donations,player_donations_received,player_trophies,player_contribution_count,player_participating_count,player_total_decks_used,s_20260316_fame,s_20260316_decks_used,s_20260309_fame,s_20260309_decks_used,s_20260302_fame,s_20260302_decks_used,s_20260223_fame,s_20260223_decks_used,s_20260216_fame,s_20260216_decks_used,s_20260209_fame,s_20260209_decks_used,s_20260202_fame,s_20260202_decks_used,s_20260126_fame,s_20260126_decks_used,s_20260119_fame,s_20260119_decks_used,s_20260112_fame,s_20260112_decks_used
#2PUQYJC02,Wario,True,elder,42,0,11173,10,10,159,2200,16,2700,15,2600,16,2600,16,2500,16,2300,16,2500,16,2400,16,2500,16,2500,16
#P2GUCG2Y,king rado,True,elder,0,0,11395,10,10,108,2200,13,2000,12,500,4,2700,16,2250,16,2400,13,1000,6,1800,10,1400,10,1450,8
#20QGJVPG8Q,maghrebi,True,elder,95,80,9797,2,10,32,2200,16,2300,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#2UQUPYQCJ,andiquariat,True,elder,0,0,10928,10,10,160,2300,16,2250,16,2550,16,2600,16,2500,16,2700,16,2700,16,2500,16,2350,16,2550,16
#LVUGLUCP9,Nati,True,elder,0,0,9759,10,10,148,2350,16,2450,15,1900,12,1800,13,2550,16,2400,16,2000,12,2750,16,2050,16,2750,16
#2U09UULRR,Dolphin,True,coLeader,26,80,10656,10,10,160,2400,16,2100,16,2200,16,2300,16,2500,16,2400,16,2200,16,2300,16,2000,16,2600,16
#YJ0LUU0JJ,RedStyle,True,elder,49,0,10537,10,10,147,2400,16,2900,16,2400,16,3200,16,1050,8,2600,16,2500,16,2350,16,2450,16,1950,11
#JUUR8UGL8,Theezy,True,elder,21,120,10660,10,10,159,2500,16,2150,16,3000,16,2750,16,2500,16,2850,16,2400,16,2050,15,2450,16,2000,16
#202VP2QL9P,eco,True,elder,0,80,9849,10,10,144,2500,16,900,8,1700,12,2100,16,2200,16,1500,12,2500,16,2400,16,2000,16,2100,16
#RLJPJL8C2,kl.kranker Affe,True,elder,0,0,10150,10,10,155,2550,15,2800,16,3150,16,1950,14,2550,16,2950,16,2700,15,2300,16,3150,16,2500,15
#2CJYG9UG,Jackhammer,True,elder,94,120,11196,10,10,156,2650,16,2950,16,2650,16,2550,16,2450,16,1900,12,3000,16,2700,16,2550,16,3100,16
#2QRVR9L8,Bensie,True,coLeader,113,40,12354,10,10,156,2700,16,2700,16,1850,12,2250,16,2600,16,3000,16,3000,16,2750,16,3100,16,2550,16
#8P0J8P0L,OneAndOnly,True,leader,207,80,10452,10,10,160,2700,16,2800,16,2050,16,2450,16,2950,16,3100,16,2600,16,3050,16,2700,16,2400,16
#2VJR80RL,Denis,True,elder,0,0,11324,10,10,119,2750,16,1700,8,2250,12,1250,7,2250,12,1750,12,1350,8,2800,16,2600,16,1700,12
#UJ2P9UYUV,hi2oka,True,elder,50,10,12000,10,10,128,2800,16,3000,16,2300,12,2400,12,2950,16,3200,16,1500,8,1850,12,1800,12,1400,8
#L8PV090J,rote sonne,True,elder,24,40,12607,10,10,154,2800,16,3150,16,2600,16,2250,16,2200,16,3000,16,2450,16,2150,16,1700,10,2800,16
#R0LGYVLP,Milchreis,True,elder,0,0,11244,10,10,140,2850,16,800,4,2750,16,2150,12,2750,16,1900,12,2850,16,2750,16,2550,16,2100,16
#Q8L0RJ8Y8,Erastus,True,elder,220,120,11600,10,10,160,3200,16,2750,16,2700,16,3000,16,2700,16,2850,16,2600,16,2400,16,2700,16,3000,16
#80LL922V8,Aaron⚡⚡,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#R2RQ00V99,yacine,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#JVQQG2UU,Hinterwäldler,False,unknown,0,0,0,5,10,25,0,0,0,0,0,0,450,5,400,4,400,4,500,4,825,8,0,0,0,0
#VPPVY9VPQ,MV-KRIEGER88,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#YV82CRLQJ,BD/⚡️TORM™️,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#LLG9CY8CY,Raul,False,unknown,0,0,0,3,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,2000,14,1300,10
#QV2UPUY88,Luis,False,unknown,0,0,0,4,10,13,0,0,0,0,0,0,0,0,0,0,0,0,200,1,600,4,900,5,300,3
#LP8GVCLY8,Adriano,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#200CQYGG22,çaltılı,False,unknown,0,0,0,7,10,71,0,0,0,0,0,0,875,7,900,8,1000,10,1050,6,1250,12,1250,12,1650,16
#UGLRPLVPP,FOX G7Brasil,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#V8289UYRQ,mirco'xx,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#20GRL2JPLY,k1ro,False,unknown,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,400,4,0,0,0,0,0,0
#8UQ08PC0Q,cybork,False,unknown,0,0,0,5,10,64,0,0,0,0,0,0,0,0,0,0,2500,15,2300,15,1900,12,1600,10,1800,12
#UCJQJCRR2,APO_LLO,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#CCQ2QV2Q0,felixf2p,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#9PC9R2G,Warlord,False,unknown,0,0,0,2,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,16,2300,16
#P9U882QCP,Leo,False,unknown,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,4
#Y0ULJUYV,Mr.Milka,False,unknown,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2
#PU2J2VJ0C,Algun,False,unknown,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,4,700,6
#J08PG8U0L,bugra,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#99LG9V0V,Vinni15,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#UVGV9LLP8,Surgical gb,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#VU9Y9J0UU,『ㄌ拉WEATHER ㄤ昂』,False,unknown,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
